,_time,_value
0,2022-01-26T00:02:00Z,1.5333333333333334
1,2022-01-26T00:03:00Z,1.5166666666666666
2,2022-01-26T00:04:00Z,1.5833333333333333
3,2022-01-26T00:05:00Z,1.4
4,2022-01-26T00:06:00Z,1.4166666666666667
5,2022-01-26T00:07:00Z,1.4166666666666667
6,2022-01-26T00:08:00Z,1.3833333333333333
7,2022-01-26T00:09:00Z,1.4833333333333334
8,2022-01-26T00:10:00Z,1.4666666666666666
9,2022-01-26T00:11:00Z,1.4666666666666666
10,2022-01-26T00:12:00Z,1.4333333333333331
11,2022-01-26T00:13:00Z,1.4333333333333331
12,2022-01-26T00:14:00Z,1.3833333333333333
13,2022-01-26T00:15:00Z,1.3833333333333333
14,2022-01-26T00:16:00Z,1.4333333333333331
15,2022-01-26T00:17:00Z,1.4666666666666666
16,2022-01-26T00:18:00Z,1.4833333333333334
17,2022-01-26T00:19:00Z,1.4833333333333334
18,2022-01-26T00:20:00Z,1.4666666666666666
19,2022-01-26T00:21:00Z,1.4166666666666667
20,2022-01-26T00:22:00Z,1.4333333333333331
21,2022-01-26T00:23:00Z,1.3666666666666667
22,2022-01-26T00:24:00Z,1.4
23,2022-01-26T00:25:00Z,1.3333333333333333
24,2022-01-26T00:26:00Z,1.3833333333333333
25,2022-01-26T00:27:00Z,1.3166666666666669
26,2022-01-26T00:28:00Z,1.2833333333333334
27,2022-01-26T00:29:00Z,1.15
28,2022-01-26T00:30:00Z,1.3833333333333333
29,2022-01-26T00:31:00Z,1.4
30,2022-01-26T00:32:00Z,1.4333333333333331
31,2022-01-26T00:33:00Z,1.4666666666666666
32,2022-01-26T00:34:00Z,1.4833333333333334
33,2022-01-26T00:35:00Z,1.4833333333333334
34,2022-01-26T00:36:00Z,1.4166666666666667
35,2022-01-26T00:37:00Z,1.4333333333333331
36,2022-01-26T00:38:00Z,1.4
37,2022-01-26T00:39:00Z,1.4
38,2022-01-26T00:40:00Z,1.4166666666666667
39,2022-01-26T00:41:00Z,1.4333333333333331
40,2022-01-26T00:42:00Z,1.35
41,2022-01-26T00:43:00Z,1.3166666666666669
42,2022-01-26T00:44:00Z,1.4
43,2022-01-26T00:45:00Z,1.3833333333333333
44,2022-01-26T00:46:00Z,1.4166666666666667
45,2022-01-26T00:47:00Z,1.3666666666666667
46,2022-01-26T00:48:00Z,1.4166666666666667
47,2022-01-26T00:49:00Z,1.45
48,2022-01-26T00:50:00Z,1.4666666666666666
49,2022-01-26T00:51:00Z,1.4
50,2022-01-26T00:52:00Z,1.4333333333333331
51,2022-01-26T00:53:00Z,1.4333333333333331
52,2022-01-26T00:54:00Z,1.4166666666666667
53,2022-01-26T00:55:00Z,1.4166666666666667
54,2022-01-26T00:56:00Z,1.35
55,2022-01-26T00:57:00Z,1.3
56,2022-01-26T00:58:00Z,1.35
57,2022-01-26T00:59:00Z,1.3666666666666667
58,2022-01-26T01:00:00Z,1.4333333333333331
59,2022-01-26T01:01:00Z,1.45
60,2022-01-26T01:02:00Z,1.5166666666666666
61,2022-01-26T01:03:00Z,1.4833333333333334
62,2022-01-26T01:04:00Z,1.45
63,2022-01-26T01:05:00Z,1.4
64,2022-01-26T01:06:00Z,1.3666666666666667
65,2022-01-26T01:07:00Z,1.5
66,2022-01-26T01:08:00Z,1.4666666666666666
67,2022-01-26T01:09:00Z,1.5
68,2022-01-26T01:10:00Z,1.5
69,2022-01-26T01:11:00Z,1.5333333333333334
70,2022-01-26T01:12:00Z,1.45
71,2022-01-26T01:13:00Z,1.4666666666666666
72,2022-01-26T01:14:00Z,1.4833333333333334
73,2022-01-26T01:15:00Z,1.45
74,2022-01-26T01:16:00Z,1.5
75,2022-01-26T01:17:00Z,1.4666666666666666
76,2022-01-26T01:18:00Z,1.5333333333333334
77,2022-01-26T01:19:00Z,1.4833333333333334
78,2022-01-26T01:20:00Z,1.4666666666666666
79,2022-01-26T01:21:00Z,1.4333333333333331
80,2022-01-26T01:22:00Z,1.45
81,2022-01-26T01:23:00Z,1.4
82,2022-01-26T01:24:00Z,1.45
83,2022-01-26T01:25:00Z,1.45
84,2022-01-26T01:26:00Z,1.4
85,2022-01-26T01:27:00Z,1.4166666666666667
86,2022-01-26T01:28:00Z,1.4333333333333331
87,2022-01-26T01:29:00Z,1.4333333333333331
88,2022-01-26T01:30:00Z,1.4833333333333334
89,2022-01-26T01:31:00Z,1.4333333333333331
90,2022-01-26T01:32:00Z,1.4666666666666666
91,2022-01-26T01:33:00Z,1.4
92,2022-01-26T01:34:00Z,1.4333333333333331
93,2022-01-26T01:35:00Z,1.45
94,2022-01-26T01:36:00Z,1.3
95,2022-01-26T01:37:00Z,1.3666666666666667
96,2022-01-26T01:38:00Z,1.2666666666666666
97,2022-01-26T01:39:00Z,1.3
98,2022-01-26T01:40:00Z,1.3333333333333333
99,2022-01-26T01:41:00Z,1.4166666666666667
100,2022-01-26T01:42:00Z,1.3833333333333333
101,2022-01-26T01:43:00Z,1.35
102,2022-01-26T01:44:00Z,1.4333333333333331
103,2022-01-26T01:45:00Z,1.4833333333333334
104,2022-01-26T01:46:00Z,1.4833333333333334
105,2022-01-26T01:47:00Z,1.45
106,2022-01-26T01:48:00Z,1.4666666666666666
107,2022-01-26T01:49:00Z,1.5166666666666666
108,2022-01-26T01:50:00Z,1.4666666666666666
109,2022-01-26T01:51:00Z,1.5166666666666666
110,2022-01-26T01:52:00Z,1.4166666666666667
111,2022-01-26T01:53:00Z,1.5
112,2022-01-26T01:54:00Z,1.4
113,2022-01-26T01:55:00Z,1.4833333333333334
114,2022-01-26T01:56:00Z,1.4333333333333331
115,2022-01-26T01:57:00Z,1.4833333333333334
116,2022-01-26T01:58:00Z,1.4666666666666666
117,2022-01-26T01:59:00Z,1.4833333333333334
118,2022-01-26T02:00:00Z,1.4333333333333331
119,2022-01-26T02:01:00Z,1.4833333333333334
120,2022-01-26T02:02:00Z,1.45
121,2022-01-26T02:03:00Z,1.4333333333333331
122,2022-01-26T02:04:00Z,1.4666666666666666
123,2022-01-26T02:05:00Z,1.4666666666666666
124,2022-01-26T02:06:00Z,1.4833333333333334
125,2022-01-26T02:07:00Z,1.5333333333333334
126,2022-01-26T02:08:00Z,1.5333333333333334
127,2022-01-26T02:09:00Z,1.6
128,2022-01-26T02:10:00Z,1.4166666666666667
129,2022-01-26T02:11:00Z,1.4
130,2022-01-26T02:12:00Z,1.4166666666666667
131,2022-01-26T02:13:00Z,1.4333333333333331
132,2022-01-26T02:14:00Z,1.4666666666666666
133,2022-01-26T02:15:00Z,1.4166666666666667
134,2022-01-26T02:16:00Z,1.4666666666666666
135,2022-01-26T02:17:00Z,1.4166666666666667
136,2022-01-26T02:18:00Z,1.4666666666666666
137,2022-01-26T02:19:00Z,1.4333333333333331
138,2022-01-26T02:20:00Z,1.4333333333333331
139,2022-01-26T02:21:00Z,1.4166666666666667
140,2022-01-26T02:22:00Z,1.4333333333333331
141,2022-01-26T02:23:00Z,1.4166666666666667
142,2022-01-26T02:24:00Z,1.3666666666666667
143,2022-01-26T02:25:00Z,1.4
144,2022-01-26T02:26:00Z,1.4666666666666666
145,2022-01-26T02:27:00Z,1.45
146,2022-01-26T02:28:00Z,1.4333333333333331
147,2022-01-26T02:29:00Z,1.45
148,2022-01-26T02:30:00Z,1.4333333333333331
149,2022-01-26T02:31:00Z,1.4
150,2022-01-26T02:32:00Z,1.4666666666666666
151,2022-01-26T02:33:00Z,1.4666666666666666
152,2022-01-26T02:34:00Z,1.4833333333333334
153,2022-01-26T02:35:00Z,1.45
154,2022-01-26T02:36:00Z,1.4833333333333334
155,2022-01-26T02:37:00Z,1.5166666666666666
156,2022-01-26T02:38:00Z,1.4833333333333334
157,2022-01-26T02:39:00Z,1.5
158,2022-01-26T02:40:00Z,1.45
159,2022-01-26T02:41:00Z,1.4833333333333334
160,2022-01-26T02:42:00Z,1.4666666666666666
161,2022-01-26T02:43:00Z,1.5166666666666666
162,2022-01-26T02:44:00Z,1.4833333333333334
163,2022-01-26T02:45:00Z,1.4833333333333334
164,2022-01-26T02:46:00Z,1.4833333333333334
165,2022-01-26T02:47:00Z,1.5333333333333334
166,2022-01-26T02:48:00Z,1.5166666666666666
167,2022-01-26T02:49:00Z,1.5
168,2022-01-26T02:50:00Z,1.4666666666666666
169,2022-01-26T02:51:00Z,1.4
170,2022-01-26T02:52:00Z,1.4
171,2022-01-26T02:53:00Z,1.4166666666666667
172,2022-01-26T02:54:00Z,1.4666666666666666
173,2022-01-26T02:55:00Z,1.4833333333333334
174,2022-01-26T02:56:00Z,1.4666666666666666
175,2022-01-26T02:57:00Z,1.45
176,2022-01-26T02:58:00Z,1.4666666666666666
177,2022-01-26T02:59:00Z,1.4333333333333331
178,2022-01-26T03:00:00Z,1.4333333333333331
179,2022-01-26T03:01:00Z,1.45
180,2022-01-26T03:02:00Z,1.3833333333333333
181,2022-01-26T03:03:00Z,1.3666666666666667
182,2022-01-26T03:04:00Z,1.4
183,2022-01-26T03:05:00Z,1.3666666666666667
184,2022-01-26T03:06:00Z,1.45
185,2022-01-26T03:07:00Z,1.4333333333333331
186,2022-01-26T03:08:00Z,1.4
187,2022-01-26T03:09:00Z,1.35
188,2022-01-26T03:10:00Z,1.4166666666666667
189,2022-01-26T03:11:00Z,1.4666666666666666
190,2022-01-26T03:12:00Z,1.4833333333333334
191,2022-01-26T03:13:00Z,1.4166666666666667
192,2022-01-26T03:14:00Z,1.5
193,2022-01-26T03:15:00Z,1.4333333333333331
194,2022-01-26T03:16:00Z,1.4333333333333331
195,2022-01-26T03:17:00Z,1.45
196,2022-01-26T03:18:00Z,1.45
197,2022-01-26T03:19:00Z,1.4333333333333331
198,2022-01-26T03:20:00Z,1.4666666666666666
199,2022-01-26T03:21:00Z,1.45
200,2022-01-26T03:22:00Z,1.4333333333333331
201,2022-01-26T03:23:00Z,1.45
202,2022-01-26T03:24:00Z,1.45
203,2022-01-26T03:25:00Z,1.4666666666666666
204,2022-01-26T03:26:00Z,1.4833333333333334
205,2022-01-26T03:27:00Z,1.55
206,2022-01-26T03:28:00Z,1.55
207,2022-01-26T03:29:00Z,1.4833333333333334
208,2022-01-26T03:30:00Z,1.4833333333333334
209,2022-01-26T03:31:00Z,1.4833333333333334
210,2022-01-26T03:32:00Z,1.5166666666666666
211,2022-01-26T03:33:00Z,1.4833333333333334
212,2022-01-26T03:34:00Z,1.5
213,2022-01-26T03:35:00Z,1.5333333333333334
214,2022-01-26T03:36:00Z,1.5
215,2022-01-26T03:37:00Z,1.5166666666666666
216,2022-01-26T03:38:00Z,1.5
217,2022-01-26T03:39:00Z,1.4666666666666666
218,2022-01-26T03:40:00Z,1.5
219,2022-01-26T03:41:00Z,1.4833333333333334
220,2022-01-26T03:42:00Z,1.45
221,2022-01-26T03:43:00Z,1.4666666666666666
222,2022-01-26T03:44:00Z,1.4666666666666666
223,2022-01-26T03:45:00Z,1.4833333333333334
224,2022-01-26T03:46:00Z,1.4166666666666667
225,2022-01-26T03:47:00Z,1.45
226,2022-01-26T03:48:00Z,1.4333333333333331
227,2022-01-26T03:49:00Z,1.4333333333333331
228,2022-01-26T03:50:00Z,1.4666666666666666
229,2022-01-26T03:51:00Z,1.4
230,2022-01-26T03:52:00Z,1.45
231,2022-01-26T03:53:00Z,1.4666666666666666
232,2022-01-26T03:54:00Z,1.5
233,2022-01-26T03:55:00Z,1.4166666666666667
234,2022-01-26T03:56:00Z,1.4833333333333334
235,2022-01-26T03:57:00Z,1.45
236,2022-01-26T03:58:00Z,1.4333333333333331
237,2022-01-26T03:59:00Z,1.4166666666666667
238,2022-01-26T04:00:00Z,1.4333333333333331
239,2022-01-26T04:01:00Z,1.4166666666666667
240,2022-01-26T04:02:00Z,1.1666666666666667
241,2022-01-26T04:03:00Z,1.15
242,2022-01-26T04:04:00Z,1.2
243,2022-01-26T04:05:00Z,1.25
244,2022-01-26T04:06:00Z,1.2166666666666666
245,2022-01-26T04:07:00Z,1.1333333333333333
246,2022-01-26T04:08:00Z,1.1666666666666667
247,2022-01-26T04:09:00Z,1.2333333333333334
248,2022-01-26T04:10:00Z,1.0166666666666666
249,2022-01-26T04:11:00Z,1.0166666666666666
250,2022-01-26T04:12:00Z,1.05
251,2022-01-26T04:13:00Z,1.0
